GEO.id,GEO.id2,GEO.display-label,VD01,VD02,VD03,VD04,VD05,VD06,VD07,VD08,VD09,VD10,VD11,VD12,VD13,VD14,VD15,VD16,VD17
1400000US22019003300,22019003300,"Census Tract 33, Calcasieu Parish, Louisiana",4178,4129,4039,33,10,10,1,0,36,49,32,4,0,0,0,13,0
1400000US22019003400,22019003400,"Census Tract 34, Calcasieu Parish, Louisiana",3460,3430,3388,14,4,2,0,0,22,30,23,0,0,0,0,3,4
1400000US22019003500,22019003500,"Census Tract 35, Calcasieu Parish, Louisiana",3470,3440,2604,769,19,8,3,1,36,30,12,10,1,0,0,2,5
1400000US22019003600,22019003600,"Census Tract 36, Calcasieu Parish, Louisiana",4485,4454,4228,178,27,1,0,0,20,31,7,9,2,0,0,6,7
1400000US22021990100,22021990100,"Census Tract 9901, Caldwell Parish, Louisiana",2605,2533,2337,170,9,0,0,0,17,72,46,1,0,0,0,22,3
1400000US22021990200,22021990200,"Census Tract 9902, Caldwell Parish, Louisiana",3369,3344,2466,843,8,8,0,0,19,25,20,0,0,0,0,5,0
1400000US22021990300,22021990300,"Census Tract 9903, Caldwell Parish, Louisiana",4586,4526,3593,871,30,7,0,4,21,60,31,5,1,0,0,19,4
1400000US22023970100,22023970100,"Census Tract 9701, Cameron Parish, Louisiana",5438,5368,5172,147,12,12,0,0,25,70,44,0,0,0,1,19,6
1400000US22023970200,22023970200,"Census Tract 9702, Cameron Parish, Louisiana",4553,4408,4072,241,25,32,1,0,37,145,69,0,0,0,0,75,1
1400000US22025980100,22025980100,"Census Tract 9801, Catahoula Parish, Louisiana",4496,4448,3226,1184,9,11,0,0,18,48,17,7,0,0,0,19,5
1400000US22025980200,22025980200,"Census Tract 9802, Catahoula Parish, Louisiana",2899,2869,1280,1558,8,3,0,0,20,30,14,13,0,0,0,2,1
1400000US22025980300,22025980300,"Census Tract 9803, Catahoula Parish, Louisiana",3525,3502,3279,200,4,0,0,0,19,23,22,0,0,0,0,0,1
1400000US22027950100,22027950100,"Census Tract 9501, Claiborne Parish, Louisiana",3693,3669,2255,1394,4,1,1,0,14,24,11,8,0,1,0,2,2
1400000US22027950200,22027950200,"Census Tract 9502, Claiborne Parish, Louisiana",3297,3284,1722,1550,1,2,0,0,9,13,5,1,0,0,2,4,1
1400000US22027950300,22027950300,"Census Tract 9503, Claiborne Parish, Louisiana",2933,2903,1507,1378,5,1,0,0,12,30,21,5,0,0,1,2,1
1400000US22027950400,22027950400,"Census Tract 9504, Claiborne Parish, Louisiana",4193,4155,1584,2533,7,8,0,2,21,38,7,27,0,1,0,3,0
1400000US22027950500,22027950500,"Census Tract 9505, Claiborne Parish, Louisiana",2735,2712,1611,1070,7,2,1,0,21,23,5,16,0,1,0,1,0
1400000US22029990100,22029990100,"Census Tract 9901, Concordia Parish, Louisiana",3003,2968,1797,1142,0,4,0,1,24,35,14,16,0,0,0,5,0
1400000US22029990200,22029990200,"Census Tract 9902, Concordia Parish, Louisiana",5472,5432,1589,3784,8,13,1,7,30,40,21,16,0,0,0,0,3
1400000US22029990300,22029990300,"Census Tract 9903, Concordia Parish, Louisiana",3795,3768,2932,809,11,1,0,3,12,27,25,0,0,0,0,2,0
1400000US22029990400,22029990400,"Census Tract 9904, Concordia Parish, Louisiana",4799,4750,3415,1284,11,18,0,0,22,49,33,4,0,0,0,12,0
1400000US22029990500,22029990500,"Census Tract 9905, Concordia Parish, Louisiana",3178,3029,2439,554,3,11,0,0,22,149,35,28,0,1,0,81,4
1400000US22031950100,22031950100,"Census Tract 9501, De Soto Parish, Louisiana",6944,6813,4923,1754,60,4,8,7,57,131,53,14,10,1,0,48,5
1400000US22031950200,22031950200,"Census Tract 9502, De Soto Parish, Louisiana",4321,4257,2926,1283,16,5,0,3,24,64,36,5,0,0,1,22,0
1400000US22031950300,22031950300,"Census Tract 9503, De Soto Parish, Louisiana",2375,2351,1248,1082,6,1,0,1,13,24,9,9,3,0,0,1,2
1400000US22031950400,22031950400,"Census Tract 9504, De Soto Parish, Louisiana",3205,3112,1624,1451,5,10,0,0,22,93,43,5,4,0,0,41,0
1400000US22031950500,22031950500,"Census Tract 9505, De Soto Parish, Louisiana",2389,2371,690,1664,6,0,0,0,11,18,9,4,0,1,0,4,0
1400000US22031950600,22031950600,"Census Tract 9506, De Soto Parish, Louisiana",3477,3439,674,2729,1,6,3,0,26,38,13,17,2,0,0,6,0
1400000US22031950700,22031950700,"Census Tract 9507, De Soto Parish, Louisiana",2783,2755,2004,728,15,1,1,1,5,28,17,3,1,0,1,3,3
1400000US22033000100,22033000100,"Census Tract 1, East Baton Rouge Parish, Louisiana",1675,1652,171,1458,1,4,0,0,18,23,7,10,1,0,0,0,5
1400000US22033000200,22033000200,"Census Tract 2, East Baton Rouge Parish, Louisiana",6480,6388,1105,5181,11,24,1,1,65,92,36,29,0,0,0,23,4
1400000US22033000300,22033000300,"Census Tract 3, East Baton Rouge Parish, Louisiana",1989,1980,189,1775,2,7,0,0,7,9,2,5,0,0,0,1,1
1400000US22033000400,22033000400,"Census Tract 4, East Baton Rouge Parish, Louisiana",3321,3304,431,2808,2,34,0,4,25,17,4,5,0,0,0,3,5
1400000US22033000500,22033000500,"Census Tract 5, East Baton Rouge Parish, Louisiana",4760,4730,168,4491,0,36,0,0,35,30,4,16,1,0,0,6,3
1400000US22033000601,22033000601,"Census Tract 6.01, East Baton Rouge Parish, Louisiana",3565,3526,264,3223,6,7,0,1,25,39,5,19,0,0,0,15,0
1400000US22033000602,22033000602,"Census Tract 6.02, East Baton Rouge Parish, Louisiana",4656,4632,111,4498,9,0,1,2,11,24,2,17,0,0,0,1,4
1400000US22033000701,22033000701,"Census Tract 7.01, East Baton Rouge Parish, Louisiana",2349,2323,367,1876,0,67,0,0,13,26,11,9,0,0,2,1,3
1400000US22033000702,22033000702,"Census Tract 7.02, East Baton Rouge Parish, Louisiana",3673,3634,296,3214,7,74,0,2,41,39,13,8,0,1,0,8,9
1400000US22033000800,22033000800,"Census Tract 8, East Baton Rouge Parish, Louisiana",2212,2192,165,1981,1,18,1,1,25,20,5,11,0,0,0,3,1
1400000US22033000900,22033000900,"Census Tract 9, East Baton Rouge Parish, Louisiana",4640,4626,51,4559,4,1,1,0,10,14,8,5,0,1,0,0,0
1400000US22033001000,22033001000,"Census Tract 10, East Baton Rouge Parish, Louisiana",4210,4201,80,4091,3,7,0,1,19,9,0,6,0,2,0,1,0
1400000US22033001102,22033001102,"Census Tract 11.02, East Baton Rouge Parish, Louisiana",3130,3091,1094,1901,0,64,0,3,29,39,17,8,0,1,0,13,0
1400000US22033001103,22033001103,"Census Tract 11.03, East Baton Rouge Parish, Louisiana",3212,3198,423,2735,11,15,1,0,13,14,0,12,1,0,0,1,0
1400000US22033001104,22033001104,"Census Tract 11.04, East Baton Rouge Parish, Louisiana",3815,3769,208,3530,5,11,0,2,13,46,8,30,0,0,0,4,4
1400000US22033001200,22033001200,"Census Tract 12, East Baton Rouge Parish, Louisiana",1147,1123,837,255,6,6,1,5,13,24,15,3,0,0,0,1,5
1400000US22033001300,22033001300,"Census Tract 13, East Baton Rouge Parish, Louisiana",1260,1255,229,1018,1,5,0,1,1,5,2,3,0,0,0,0,0
1400000US22033001400,22033001400,"Census Tract 14, East Baton Rouge Parish, Louisiana",568,563,304,234,3,10,0,2,10,5,4,0,0,0,0,0,1
1400000US22033001500,22033001500,"Census Tract 15, East Baton Rouge Parish, Louisiana",2371,2359,363,1959,5,10,0,2,20,12,4,7,0,0,0,0,1
1400000US22033001600,22033001600,"Census Tract 16, East Baton Rouge Parish, Louisiana",3735,3699,1694,1943,7,16,0,0,39,36,20,9,0,1,0,6,0
1400000US22033001700,22033001700,"Census Tract 17, East Baton Rouge Parish, Louisiana",5146,5081,3420,1569,8,24,1,1,58,65,44,5,1,0,0,14,1
1400000US22033001800,22033001800,"Census Tract 18, East Baton Rouge Parish, Louisiana",2607,2508,1768,690,4,21,0,1,24,99,53,8,0,0,0,27,11
1400000US22033001900,22033001900,"Census Tract 19, East Baton Rouge Parish, Louisiana",2608,2589,2470,67,7,30,0,1,14,19,17,0,0,0,0,1,1
1400000US22033002000,22033002000,"Census Tract 20, East Baton Rouge Parish, Louisiana",3240,3194,3046,76,4,45,0,0,23,46,41,0,2,0,0,3,0
1400000US22033002100,22033002100,"Census Tract 21, East Baton Rouge Parish, Louisiana",2004,1989,105,1863,0,5,0,7,9,15,4,11,0,0,0,0,0
1400000US22033002200,22033002200,"Census Tract 22, East Baton Rouge Parish, Louisiana",1745,1732,178,1506,4,19,1,1,23,13,8,1,0,0,0,3,1
1400000US22033002300,22033002300,"Census Tract 23, East Baton Rouge Parish, Louisiana",2756,2708,2616,62,5,8,1,2,14,48,42,0,0,0,0,5,1
1400000US22033002400,22033002400,"Census Tract 24, East Baton Rouge Parish, Louisiana",3069,3029,704,2165,7,109,2,2,40,40,13,9,2,0,0,13,3
1400000US22033002500,22033002500,"Census Tract 25, East Baton Rouge Parish, Louisiana",3689,3589,771,2303,10,421,1,21,62,100,54,19,0,1,0,23,3
1400000US22033002601,22033002601,"Census Tract 26.01, East Baton Rouge Parish, Louisiana",3600,3538,3299,155,7,40,1,12,24,62,53,0,0,0,0,6,3
1400000US22033002602,22033002602,"Census Tract 26.02, East Baton Rouge Parish, Louisiana",3784,3728,3041,590,3,56,0,7,31,56,33,2,0,0,1,13,7
1400000US22033002700,22033002700,"Census Tract 27, East Baton Rouge Parish, Louisiana",1953,1942,534,1396,1,0,0,1,10,11,1,4,0,0,0,4,2
1400000US22033002800,22033002800,"Census Tract 28, East Baton Rouge Parish, Louisiana",8213,7863,5514,1439,40,724,6,18,122,350,208,13,3,1,0,103,22
1400000US22033003000,22033003000,"Census Tract 30, East Baton Rouge Parish, Louisiana",6035,6010,35,5942,5,4,2,3,19,25,3,19,0,0,0,2,1
1400000US22033003101,22033003101,"Census Tract 31.01, East Baton Rouge Parish, Louisiana",4453,4428,13,4401,5,0,0,1,8,25,2,21,0,0,0,2,0
1400000US22033003102,22033003102,"Census Tract 31.02, East Baton Rouge Parish, Louisiana",2853,2823,427,2378,0,5,1,0,12,30,9,13,0,1,0,7,0
1400000US22033003201,22033003201,"Census Tract 32.01, East Baton Rouge Parish, Louisiana",3628,3602,1731,1826,4,8,0,5,28,26,9,11,0,0,0,1,5
1400000US22033003202,22033003202,"Census Tract 32.02, East Baton Rouge Parish, Louisiana",3772,3749,2145,1539,7,29,0,1,28,23,17,0,6,0,0,0,0
1400000US22033003300,22033003300,"Census Tract 33, East Baton Rouge Parish, Louisiana",4527,4514,29,4441,5,0,0,10,29,13,0,11,0,0,0,0,2
1400000US22033003400,22033003400,"Census Tract 34, East Baton Rouge Parish, Louisiana",7075,7039,353,6639,3,10,0,4,30,36,5,13,0,1,0,3,14
1400000US22033003501,22033003501,"Census Tract 35.01, East Baton Rouge Parish, Louisiana",3212,3163,874,2031,1,227,0,0,30,49,11,14,0,0,0,22,2
1400000US22033003504,22033003504,"Census Tract 35.04, East Baton Rouge Parish, Louisiana",6627,6586,245,6295,6,4,0,0,36,41,10,28,0,1,0,1,1
1400000US22033003505,22033003505,"Census Tract 35.05, East Baton Rouge Parish, Louisiana",4533,4426,938,3427,6,25,0,0,30,107,51,3,1,1,0,41,10
1400000US22033003506,22033003506,"Census Tract 35.06, East Baton Rouge Parish, Louisiana",6856,6769,2440,4077,5,209,1,0,37,87,40,16,0,3,0,17,11
1400000US22033003507,22033003507,"Census Tract 35.07, East Baton Rouge Parish, Louisiana",4763,4700,1576,3036,8,47,3,6,24,63,45,5,3,0,0,8,2
1400000US22033003601,22033003601,"Census Tract 36.01, East Baton Rouge Parish, Louisiana",3307,3254,2056,883,4,251,0,4,56,53,19,5,0,3,0,20,6
1400000US22033003603,22033003603,"Census Tract 36.03, East Baton Rouge Parish, Louisiana",2864,2769,1825,832,4,69,5,5,29,95,52,9,0,0,0,26,8
1400000US22033003604,22033003604,"Census Tract 36.04, East Baton Rouge Parish, Louisiana",6315,6196,1239,4057,7,842,4,4,43,119,52,14,0,9,3,34,7
1400000US22033003701,22033003701,"Census Tract 37.01, East Baton Rouge Parish, Louisiana",5832,5771,5115,399,15,177,5,2,58,61,44,4,0,0,0,8,5
1400000US22033003702,22033003702,"Census Tract 37.02, East Baton Rouge Parish, Louisiana",3456,3384,2948,305,5,88,0,7,31,72,57,0,0,0,0,8,7
1400000US22033003703,22033003703,"Census Tract 37.03, East Baton Rouge Parish, Louisiana",5818,5714,5114,319,9,230,6,3,33,104,72,1,0,0,0,20,11
1400000US22033003801,22033003801,"Census Tract 38.01, East Baton Rouge Parish, Louisiana",6104,5975,4412,1400,8,104,6,5,40,129,107,5,0,0,2,14,1
1400000US22033003802,22033003802,"Census Tract 38.02, East Baton Rouge Parish, Louisiana",5344,5219,4648,447,15,68,4,7,30,125,87,4,5,3,0,23,3
1400000US22033003804,22033003804,"Census Tract 38.04, East Baton Rouge Parish, Louisiana",4594,4498,4124,255,5,70,0,5,39,96,82,0,0,0,0,10,4
1400000US22033003805,22033003805,"Census Tract 38.05, East Baton Rouge Parish, Louisiana",5538,5416,4423,818,7,125,0,14,29,122,61,3,1,2,0,47,8
1400000US22033003903,22033003903,"Census Tract 39.03, East Baton Rouge Parish, Louisiana",6577,6371,4518,1574,15,186,2,5,71,206,158,7,1,3,2,25,10
1400000US22033003904,22033003904,"Census Tract 39.04, East Baton Rouge Parish, Louisiana",5743,5552,3239,2125,19,94,0,14,61,191,118,8,4,0,0,55,6
1400000US22033003906,22033003906,"Census Tract 39.06, East Baton Rouge Parish, Louisiana",7820,7644,6725,528,11,310,0,1,69,176,126,4,1,0,0,35,10
1400000US22033003907,22033003907,"Census Tract 39.07, East Baton Rouge Parish, Louisiana",5729,5600,4653,626,13,252,3,7,46,129,93,6,2,0,0,25,3
1400000US22033003908,22033003908,"Census Tract 39.08, East Baton Rouge Parish, Louisiana",2837,2765,2549,162,5,34,0,0,15,72,43,4,0,0,0,18,7
1400000US22033004005,22033004005,"Census Tract 40.05, East Baton Rouge Parish, Louisiana",5436,5315,2328,2829,10,84,0,9,55,121,71,5,0,0,0,37,8
1400000US22033004006,22033004006,"Census Tract 40.06, East Baton Rouge Parish, Louisiana",7996,7796,6435,972,17,282,3,6,81,200,158,0,0,0,0,27,15
1400000US22033004007,22033004007,"Census Tract 40.07, East Baton Rouge Parish, Louisiana",10952,10350,8617,819,11,640,11,44,208,602,366,31,4,2,0,175,24
1400000US22033004009,22033004009,"Census Tract 40.09, East Baton Rouge Parish, Louisiana",4774,4634,2817,1630,8,114,1,5,59,140,97,8,1,0,0,25,9
1400000US22033004010,22033004010,"Census Tract 40.10, East Baton Rouge Parish, Louisiana",4812,4670,4105,377,8,135,1,6,38,142,102,1,0,1,0,18,20
1400000US22033004011,22033004011,"Census Tract 40.11, East Baton Rouge Parish, Louisiana",5118,4928,1815,2934,3,95,3,18,60,190,92,12,0,0,0,74,12
1400000US22033004012,22033004012,"Census Tract 40.12, East Baton Rouge Parish, Louisiana",8639,8199,4015,3796,10,252,3,21,102,440,266,19,3,6,1,114,31
1400000US22033004201,22033004201,"Census Tract 42.01, East Baton Rouge Parish, Louisiana",6185,6103,1462,4589,13,7,0,8,24,82,45,19,0,0,0,7,11
1400000US22033004203,22033004203,"Census Tract 42.03, East Baton Rouge Parish, Louisiana",4090,4066,1447,2575,6,10,2,3,23,24,12,6,0,0,0,2,4
1400000US22033004204,22033004204,"Census Tract 42.04, East Baton Rouge Parish, Louisiana",4115,4076,2169,1858,5,4,1,0,39,39,18,7,0,0,0,9,5
1400000US22033004205,22033004205,"Census Tract 42.05, East Baton Rouge Parish, Louisiana",5557,5509,2473,2944,24,24,0,0,44,48,27,5,0,0,0,7,9
1400000US22033004301,22033004301,"Census Tract 43.01, East Baton Rouge Parish, Louisiana",6361,6316,5784,435,21,14,1,4,57,45,29,1,0,1,1,11,2
1400000US22033004302,22033004302,"Census Tract 43.02, East Baton Rouge Parish, Louisiana",5617,5576,5452,54,10,16,0,4,40,41,26,0,3,1,0,4,7
1400000US22033004401,22033004401,"Census Tract 44.01, East Baton Rouge Parish, Louisiana",4871,4831,4618,170,16,10,0,0,17,40,23,0,0,0,0,15,2
1400000US22033004402,22033004402,"Census Tract 44.02, East Baton Rouge Parish, Louisiana",5419,5360,5094,199,21,14,3,1,28,59,34,4,3,1,0,11,6
1400000US22033004403,22033004403,"Census Tract 44.03, East Baton Rouge Parish, Louisiana",5412,5347,4930,342,30,14,1,9,21,65,42,0,3,0,0,15,5
1400000US22033004502,22033004502,"Census Tract 45.02, East Baton Rouge Parish, Louisiana",11560,11351,10080,932,33,182,5,6,113,209,150,2,2,0,0,40,15
1400000US22033004503,22033004503,"Census Tract 45.03, East Baton Rouge Parish, Louisiana",5928,5731,4577,852,28,179,0,4,91,197,114,2,0,1,0,59,21
1400000US22033004504,22033004504,"Census Tract 45.04, East Baton Rouge Parish, Louisiana",5571,5370,4668,468,14,158,1,4,57,201,136,3,0,0,0,47,15
1400000US22033004505,22033004505,"Census Tract 45.05, East Baton Rouge Parish, Louisiana",5521,5344,4277,892,18,95,5,8,49,177,115,4,0,0,0,31,27
1400000US22033004507,22033004507,"Census Tract 45.07, East Baton Rouge Parish, Louisiana",4223,4164,3884,198,15,44,1,1,21,59,40,3,0,0,0,11,5
1400000US22033004508,22033004508,"Census Tract 45.08, East Baton Rouge Parish, Louisiana",7899,7778,7345,244,18,113,1,10,47,121,106,0,0,0,0,14,1
1400000US22033004602,22033004602,"Census Tract 46.02, East Baton Rouge Parish, Louisiana",5333,5286,3058,2174,10,13,0,8,23,47,21,6,0,0,0,16,4
1400000US22033004603,22033004603,"Census Tract 46.03, East Baton Rouge Parish, Louisiana",3667,3616,1779,1805,8,10,0,2,12,51,20,13,1,1,0,13,3
1400000US22033004604,22033004604,"Census Tract 46.04, East Baton Rouge Parish, Louisiana",7389,7343,5818,1419,13,48,0,4,41,46,27,7,1,0,0,8,3
1400000US22033004700,22033004700,"Census Tract 47, East Baton Rouge Parish, Louisiana",5250,5207,3525,1638,21,1,3,1,18,43,34,0,0,0,0,9,0
1400000US22033004800,22033004800,"Census Tract 48, East Baton Rouge Parish, Louisiana",3327,3258,2962,86,11,148,1,6,44,69,46,1,1,2,0,16,3
1400000US22033004900,22033004900,"Census Tract 49, East Baton Rouge Parish, Louisiana",5085,4991,4445,142,5,340,1,16,42,94,73,1,0,0,0,8,12
1400000US22033005000,22033005000,"Census Tract 50, East Baton Rouge Parish, Louisiana",3351,3302,3056,107,5,102,0,5,27,49,40,1,0,0,0,7,1
1400000US22035990100,22035990100,"Census Tract 9901, East Carroll Parish, Louisiana",3784,3744,1427,2265,9,22,0,2,19,40,15,7,0,0,0,17,1
1400000US22035990200,22035990200,"Census Tract 9902, East Carroll Parish, Louisiana",2517,2476,1425,1030,8,4,0,0,9,41,27,6,0,0,0,5,3
1400000US22035990300,22035990300,"Census Tract 9903, East Carroll Parish, Louisiana",3120,3089,81,3002,0,5,0,0,1,31,2,29,0,0,0,0,0
1400000US22037951300,22037951300,"Census Tract 9513, East Feliciana Parish, Louisiana",3656,3633,1444,2167,3,4,0,3,12,23,9,9,1,0,0,4,0
1400000US22037951400,22037951400,"Census Tract 9514, East Feliciana Parish, Louisiana",4375,4344,2138,2149,7,23,0,4,23,31,12,10,1,1,0,4,3
1400000US22037951500,22037951500,"Census Tract 9515, East Feliciana Parish, Louisiana",8104,8056,4543,3428,17,17,0,9,42,48,19,13,0,0,0,11,5
1400000US22037951600,22037951600,"Census Tract 9516, East Feliciana Parish, Louisiana",5225,5170,2864,2268,6,4,1,1,26,55,34,13,0,0,0,3,5
1400000US22039950100,22039950100,"Census Tract 9501, Evangeline Parish, Louisiana",5940,5866,5250,564,23,10,0,1,18,74,64,0,1,0,0,5,4
1400000US22039950200,22039950200,"Census Tract 9502, Evangeline Parish, Louisiana",1916,1892,1812,51,6,1,1,8,13,24,7,3,0,0,0,9,5
1400000US22039950300,22039950300,"Census Tract 9503, Evangeline Parish, Louisiana",5348,5312,3996,1272,6,13,0,14,11,36,29,0,1,0,0,3,3
1400000US22039950400,22039950400,"Census Tract 9504, Evangeline Parish, Louisiana",6435,6367,4670,1619,17,10,1,7,43,68,49,16,1,0,0,0,2
1400000US22039950500,22039950500,"Census Tract 9505, Evangeline Parish, Louisiana",4133,4083,1367,2683,5,4,0,1,23,50,20,19,0,0,0,5,6
1400000US22039950600,22039950600,"Census Tract 9506, Evangeline Parish, Louisiana",3886,3850,1868,1966,10,2,0,0,4,36,6,25,2,0,0,3,0
1400000US22039950700,22039950700,"Census Tract 9507, Evangeline Parish, Louisiana",3577,3551,2984,547,3,9,0,0,8,26,17,3,1,0,0,2,3
1400000US22039950800,22039950800,"Census Tract 9508, Evangeline Parish, Louisiana",4199,4145,2783,1339,5,2,1,3,12,54,29,15,0,0,0,2,8
1400000US22041950100,22041950100,"Census Tract 9501, Franklin Parish, Louisiana",3815,3790,3142,619,5,5,0,0,19,25,16,3,0,1,0,3,2
1400000US22041950200,22041950200,"Census Tract 9502, Franklin Parish, Louisiana",4156,4130,2815,1275,23,7,0,0,10,26,12,7,2,0,0,3,2
1400000US22041950300,22041950300,"Census Tract 9503, Franklin Parish, Louisiana",5749,5711,2499,3136,14,22,1,0,39,38,14,14,0,0,0,8,2
1400000US22041950400,22041950400,"Census Tract 9504, Franklin Parish, Louisiana",3128,3099,2577,495,5,5,0,1,16,29,12,4,0,0,0,12,1
1400000US22041950500,22041950500,"Census Tract 9505, Franklin Parish, Louisiana",1776,1766,1621,125,6,0,0,0,14,10,10,0,0,0,0,0,0
1400000US22041950600,22041950600,"Census Tract 9506, Franklin Parish, Louisiana",2639,2607,1543,1042,2,0,0,0,20,32,20,1,0,0,0,4,7
1400000US22043020100,22043020100,"Census Tract 201, Grant Parish, Louisiana",2388,2365,2322,10,11,1,0,0,21,23,17,0,2,0,0,0,4
1400000US22043020200,22043020200,"Census Tract 202, Grant Parish, Louisiana",3225,3192,2694,431,25,2,0,1,39,33,15,4,2,0,0,12,0
1400000US22043020300,22043020300,"Census Tract 203, Grant Parish, Louisiana",2914,2897,1137,1725,7,1,1,1,25,17,8,5,0,2,0,1,1
1400000US22043020401,22043020401,"Census Tract 204.01, Grant Parish, Louisiana",5728,5655,5493,30,68,7,1,0,56,73,26,1,5,0,0,32,9
1400000US22043020402,22043020402,"Census Tract 204.02, Grant Parish, Louisiana",4443,4376,4213,16,46,13,3,3,82,67,48,0,0,0,0,17,2
1400000US22045030100,22045030100,"Census Tract 301, Iberia Parish, Louisiana",7626,7533,3897,3540,16,8,7,4,61,93,36,18,0,0,0,31,8
1400000US22045030200,22045030200,"Census Tract 302, Iberia Parish, Louisiana",6063,6004,4860,1107,6,11,0,1,19,59,44,8,0,0,0,7,0
1400000US22045030300,22045030300,"Census Tract 303, Iberia Parish, Louisiana",9133,8926,7363,839,48,503,1,12,160,207,119,8,6,0,0,49,25
1400000US22045030400,22045030400,"Census Tract 304, Iberia Parish, Louisiana",7807,7696,5310,1970,31,189,0,39,157,111,57,14,0,0,0,26,14
1400000US22045030500,22045030500,"Census Tract 305, Iberia Parish, Louisiana",4483,4395,3272,970,14,97,1,4,37,88,42,14,1,5,0,17,9
1400000US22045030600,22045030600,"Census Tract 306, Iberia Parish, Louisiana",5129,5093,4408,601,18,42,1,1,22,36,22,0,1,0,0,6,7
1400000US22045030700,22045030700,"Census Tract 307, Iberia Parish, Louisiana",3936,3863,3540,271,9,8,3,3,29,73,51,4,0,0,0,15,3
1400000US22045030800,22045030800,"Census Tract 308, Iberia Parish, Louisiana",3417,3376,287,2897,10,112,0,4,66,41,5,20,2,4,0,3,7
1400000US22045030900,22045030900,"Census Tract 309, Iberia Parish, Louisiana",3971,3926,1760,1953,6,161,0,7,39,45,20,10,0,0,0,14,1
1400000US22045031000,22045031000,"Census Tract 310, Iberia Parish, Louisiana",3514,3486,719,2701,4,34,0,0,28,28,13,9,0,0,0,6,0
1400000US22045031100,22045031100,"Census Tract 311, Iberia Parish, Louisiana",5448,5339,3567,1611,15,74,1,20,51,109,42,3,0,0,0,57,7
1400000US22045031200,22045031200,"Census Tract 312, Iberia Parish, Louisiana",3869,3813,2823,902,5,51,1,1,30,56,32,4,0,0,0,11,9
1400000US22045031300,22045031300,"Census Tract 313, Iberia Parish, Louisiana",5514,5439,4301,924,31,103,0,9,71,75,50,4,1,4,0,13,3
1400000US22045031400,22045031400,"Census Tract 314, Iberia Parish, Louisiana",3356,3276,1015,2165,3,8,0,38,47,80,27,7,1,0,0,40,5
1400000US22045031500,22045031500,"Census Tract 315, Iberia Parish, Louisiana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US22047952501,22047952501,"Census Tract 9525.01, Iberville Parish, Louisiana",3753,3681,1702,1933,4,19,1,0,22,72,44,13,0,0,0,10,5
1400000US22047952502,22047952502,"Census Tract 9525.02, Iberville Parish, Louisiana",2973,2969,786,2180,0,0,0,2,1,4,3,0,0,0,0,1,0
1400000US22047952600,22047952600,"Census Tract 9526, Iberville Parish, Louisiana",3213,3211,1115,2067,1,19,1,0,8,2,0,0,0,0,0,2,0
1400000US22047952700,22047952700,"Census Tract 9527, Iberville Parish, Louisiana",5811,5755,3770,1913,12,21,0,6,33,56,38,13,0,0,0,5,0
1400000US22047952900,22047952900,"Census Tract 9529, Iberville Parish, Louisiana",5987,5912,3640,2244,14,1,0,0,13,75,50,9,0,0,0,10,6
1400000US22047953000,22047953000,"Census Tract 9530, Iberville Parish, Louisiana",2443,2400,1544,819,11,10,0,3,13,43,31,7,1,1,0,0,3
1400000US22047953101,22047953101,"Census Tract 9531.01, Iberville Parish, Louisiana",6350,6284,2643,3583,15,13,2,0,28,66,28,29,0,1,0,3,5
1400000US22047953102,22047953102,"Census Tract 9531.02, Iberville Parish, Louisiana",2790,2765,1002,1747,1,1,0,0,14,25,16,3,0,0,0,6,0
1400000US22049970100,22049970100,"Census Tract 9701, Jackson Parish, Louisiana",2823,2798,1895,886,3,2,1,0,11,25,16,1,0,0,0,8,0
1400000US22049970200,22049970200,"Census Tract 9702, Jackson Parish, Louisiana",3713,3696,2927,737,17,5,0,2,8,17,16,0,1,0,0,0,0
1400000US22049970300,22049970300,"Census Tract 9703, Jackson Parish, Louisiana",3566,3538,3145,356,16,9,0,0,12,28,3,0,0,0,0,24,1
1400000US22049970400,22049970400,"Census Tract 9704, Jackson Parish, Louisiana",3505,3490,1553,1908,5,11,0,0,13,15,6,8,0,0,0,0,1
1400000US22049970500,22049970500,"Census Tract 9705, Jackson Parish, Louisiana",1790,1781,1367,395,2,6,0,0,11,9,6,0,0,0,0,3,0
1400000US22051020101,22051020101,"Census Tract 201.01, Jefferson Parish, Louisiana",2799,2704,2609,7,3,62,0,3,20,95,59,2,4,0,0,23,7
1400000US22051020102,22051020102,"Census Tract 201.02, Jefferson Parish, Louisiana",3365,3274,3193,15,3,47,0,0,16,91,65,0,2,0,0,22,2
1400000US22051020201,22051020201,"Census Tract 202.01, Jefferson Parish, Louisiana",2049,1894,1690,58,8,111,0,1,26,155,100,0,2,1,2,32,18
1400000US22051020202,22051020202,"Census Tract 202.02, Jefferson Parish, Louisiana",3405,2558,1588,620,16,237,0,9,88,847,452,14,1,6,1,296,77
1400000US22051020203,22051020203,"Census Tract 202.03, Jefferson Parish, Louisiana",7245,6685,6087,153,5,353,2,4,81,560,348,10,2,1,0,150,49
1400000US22051020301,22051020301,"Census Tract 203.01, Jefferson Parish, Louisiana",3316,3191,3053,5,2,83,0,5,43,125,101,0,0,3,0,21,0
1400000US22051020302,22051020302,"Census Tract 203.02, Jefferson Parish, Louisiana",5341,5019,4639,30,11,267,3,1,68,322,231,0,1,1,0,61,28
