GEO.id,GEO.id2,GEO.display-label,D001,D002,D003,D004,D005,D006,D007,D008,D009,D010,D011,D012,D013,D014,D015,D016,D017
1500000US220330040053,220330040053,"Block Group 3, Census Tract 40.05, East Baton Rouge Parish, Louisiana",1076,1069,28,1026,5,0,0,0,10,7,1,1,0,0,0,5,0
1500000US220330040054,220330040054,"Block Group 4, Census Tract 40.05, East Baton Rouge Parish, Louisiana",2793,2723,1334,1209,3,152,0,0,25,70,48,9,2,0,0,8,3
1500000US220330040061,220330040061,"Block Group 1, Census Tract 40.06, East Baton Rouge Parish, Louisiana",1340,1305,1008,206,5,73,0,1,12,35,31,4,0,0,0,0,0
1500000US220330040062,220330040062,"Block Group 2, Census Tract 40.06, East Baton Rouge Parish, Louisiana",2582,2488,2007,293,5,152,0,1,30,94,77,0,0,0,0,12,5
1500000US220330040063,220330040063,"Block Group 3, Census Tract 40.06, East Baton Rouge Parish, Louisiana",2255,2128,1315,686,0,102,0,4,21,127,90,9,0,0,0,13,15
1500000US220330040064,220330040064,"Block Group 4, Census Tract 40.06, East Baton Rouge Parish, Louisiana",2018,1952,1763,103,3,63,0,7,13,66,48,0,0,0,0,18,0
1500000US220330040091,220330040091,"Block Group 1, Census Tract 40.09, East Baton Rouge Parish, Louisiana",1381,1346,1188,76,0,61,5,3,13,35,30,0,0,0,0,3,2
1500000US220330040092,220330040092,"Block Group 2, Census Tract 40.09, East Baton Rouge Parish, Louisiana",4859,4495,3028,1026,21,342,5,3,70,364,205,7,0,1,0,148,3
1500000US220330040093,220330040093,"Block Group 3, Census Tract 40.09, East Baton Rouge Parish, Louisiana",2230,2068,447,1521,1,47,0,7,45,162,78,17,0,0,0,53,14
1500000US220330040101,220330040101,"Block Group 1, Census Tract 40.10, East Baton Rouge Parish, Louisiana",2374,2292,1933,253,1,80,0,9,16,82,61,0,0,1,0,8,12
1500000US220330040102,220330040102,"Block Group 2, Census Tract 40.10, East Baton Rouge Parish, Louisiana",1541,1393,1056,277,6,33,1,0,20,148,125,0,0,0,0,18,5
1500000US220330040103,220330040103,"Block Group 3, Census Tract 40.10, East Baton Rouge Parish, Louisiana",959,927,728,124,0,57,0,1,17,32,22,0,0,0,1,7,2
1500000US220330040111,220330040111,"Block Group 1, Census Tract 40.11, East Baton Rouge Parish, Louisiana",1919,1637,1074,493,2,41,0,3,24,282,135,6,2,5,0,131,3
1500000US220330040112,220330040112,"Block Group 2, Census Tract 40.11, East Baton Rouge Parish, Louisiana",1015,970,474,448,2,26,0,1,19,45,28,4,0,0,0,10,3
1500000US220330040113,220330040113,"Block Group 3, Census Tract 40.11, East Baton Rouge Parish, Louisiana",1797,1524,83,1426,1,1,0,0,13,273,111,3,11,0,0,134,14
1500000US220330040131,220330040131,"Block Group 1, Census Tract 40.13, East Baton Rouge Parish, Louisiana",1126,1079,775,197,1,70,0,0,36,47,29,3,0,1,0,12,2
1500000US220330040132,220330040132,"Block Group 2, Census Tract 40.13, East Baton Rouge Parish, Louisiana",824,775,400,285,1,70,0,4,15,49,19,5,0,0,0,15,10
1500000US220330040133,220330040133,"Block Group 3, Census Tract 40.13, East Baton Rouge Parish, Louisiana",1726,1652,1003,469,6,154,0,3,17,74,38,5,1,1,2,24,3
1500000US220330040141,220330040141,"Block Group 1, Census Tract 40.14, East Baton Rouge Parish, Louisiana",1204,1114,994,77,0,32,0,1,10,90,68,2,1,1,0,14,4
1500000US220330040142,220330040142,"Block Group 2, Census Tract 40.14, East Baton Rouge Parish, Louisiana",3094,2977,2528,275,9,120,2,6,37,117,72,3,1,0,0,23,18
1500000US220330040143,220330040143,"Block Group 3, Census Tract 40.14, East Baton Rouge Parish, Louisiana",2230,2127,1839,165,1,75,1,4,42,103,72,6,3,1,0,20,1
1500000US220330040144,220330040144,"Block Group 4, Census Tract 40.14, East Baton Rouge Parish, Louisiana",2325,2270,1945,148,5,148,0,2,22,55,43,8,0,0,0,2,2
1500000US220330040145,220330040145,"Block Group 5, Census Tract 40.14, East Baton Rouge Parish, Louisiana",1538,1503,1237,131,2,120,0,0,13,35,21,8,0,0,0,4,2
1500000US220330040151,220330040151,"Block Group 1, Census Tract 40.15, East Baton Rouge Parish, Louisiana",4133,3931,936,2798,7,102,0,7,81,202,107,11,1,1,2,64,16
1500000US220330040152,220330040152,"Block Group 2, Census Tract 40.15, East Baton Rouge Parish, Louisiana",2812,2089,329,1677,4,43,2,6,28,723,349,8,3,5,0,312,46
1500000US220330040153,220330040153,"Block Group 3, Census Tract 40.15, East Baton Rouge Parish, Louisiana",1529,1469,1106,220,4,107,1,2,29,60,47,3,0,1,0,8,1
1500000US220330040161,220330040161,"Block Group 1, Census Tract 40.16, East Baton Rouge Parish, Louisiana",2356,2271,2086,78,0,93,0,2,12,85,78,0,0,0,0,7,0
1500000US220330040162,220330040162,"Block Group 2, Census Tract 40.16, East Baton Rouge Parish, Louisiana",4419,4305,3304,503,10,441,0,10,37,114,72,8,0,0,0,19,15
1500000US220330042011,220330042011,"Block Group 1, Census Tract 42.01, East Baton Rouge Parish, Louisiana",1009,1000,243,732,4,0,0,0,21,9,5,0,0,0,0,0,4
1500000US220330042012,220330042012,"Block Group 2, Census Tract 42.01, East Baton Rouge Parish, Louisiana",1268,1253,134,1106,1,0,0,4,8,15,2,5,0,0,0,5,3
1500000US220330042013,220330042013,"Block Group 3, Census Tract 42.01, East Baton Rouge Parish, Louisiana",1258,1254,8,1240,3,0,0,0,3,4,0,4,0,0,0,0,0
1500000US220330042014,220330042014,"Block Group 4, Census Tract 42.01, East Baton Rouge Parish, Louisiana",768,755,223,517,1,0,0,0,14,13,4,8,0,0,0,1,0
1500000US220330042015,220330042015,"Block Group 5, Census Tract 42.01, East Baton Rouge Parish, Louisiana",694,693,147,535,0,6,0,5,0,1,1,0,0,0,0,0,0
1500000US220330042016,220330042016,"Block Group 6, Census Tract 42.01, East Baton Rouge Parish, Louisiana",1001,998,40,937,0,0,0,0,21,3,0,2,0,0,0,1,0
1500000US220330042031,220330042031,"Block Group 1, Census Tract 42.03, East Baton Rouge Parish, Louisiana",974,965,218,723,18,1,0,0,5,9,1,5,0,0,0,1,2
1500000US220330042032,220330042032,"Block Group 2, Census Tract 42.03, East Baton Rouge Parish, Louisiana",1208,1200,478,703,0,2,0,0,17,8,5,0,0,0,0,1,2
1500000US220330042033,220330042033,"Block Group 3, Census Tract 42.03, East Baton Rouge Parish, Louisiana",1105,1093,35,1040,1,0,0,6,11,12,4,2,0,0,0,3,3
1500000US220330042041,220330042041,"Block Group 1, Census Tract 42.04, East Baton Rouge Parish, Louisiana",1043,1020,293,708,5,1,0,1,12,23,5,4,2,0,0,7,5
1500000US220330042042,220330042042,"Block Group 2, Census Tract 42.04, East Baton Rouge Parish, Louisiana",1481,1434,239,1167,0,9,0,3,16,47,18,2,0,0,0,27,0
1500000US220330042043,220330042043,"Block Group 3, Census Tract 42.04, East Baton Rouge Parish, Louisiana",1657,1648,427,1191,3,3,0,3,21,9,6,3,0,0,0,0,0
1500000US220330042051,220330042051,"Block Group 1, Census Tract 42.05, East Baton Rouge Parish, Louisiana",1070,1062,264,787,4,0,0,1,6,8,6,2,0,0,0,0,0
1500000US220330042052,220330042052,"Block Group 2, Census Tract 42.05, East Baton Rouge Parish, Louisiana",1751,1741,322,1404,10,2,0,0,3,10,9,0,0,0,0,1,0
1500000US220330042053,220330042053,"Block Group 3, Census Tract 42.05, East Baton Rouge Parish, Louisiana",784,777,88,676,1,0,0,0,12,7,2,3,0,1,0,1,0
1500000US220330042054,220330042054,"Block Group 4, Census Tract 42.05, East Baton Rouge Parish, Louisiana",2224,2202,345,1819,1,8,0,5,24,22,10,3,0,0,0,8,1
1500000US220330043011,220330043011,"Block Group 1, Census Tract 43.01, East Baton Rouge Parish, Louisiana",1784,1760,1334,392,8,10,1,0,15,24,21,0,0,0,0,3,0
1500000US220330043012,220330043012,"Block Group 2, Census Tract 43.01, East Baton Rouge Parish, Louisiana",1817,1807,1750,39,6,4,0,0,8,10,9,0,0,0,0,1,0
1500000US220330043013,220330043013,"Block Group 3, Census Tract 43.01, East Baton Rouge Parish, Louisiana",2961,2924,2363,509,13,20,0,2,17,37,28,0,0,0,0,8,1
1500000US220330043021,220330043021,"Block Group 1, Census Tract 43.02, East Baton Rouge Parish, Louisiana",1801,1778,1729,29,10,3,2,0,5,23,14,0,3,0,1,5,0
1500000US220330043022,220330043022,"Block Group 2, Census Tract 43.02, East Baton Rouge Parish, Louisiana",1657,1604,1538,21,8,5,0,2,30,53,35,0,2,1,0,8,7
1500000US220330043023,220330043023,"Block Group 3, Census Tract 43.02, East Baton Rouge Parish, Louisiana",2099,2064,1948,81,4,11,0,1,19,35,29,0,0,0,0,6,0
1500000US220330044011,220330044011,"Block Group 1, Census Tract 44.01, East Baton Rouge Parish, Louisiana",1457,1436,1348,54,0,7,0,1,26,21,11,0,0,0,0,7,3
1500000US220330044012,220330044012,"Block Group 2, Census Tract 44.01, East Baton Rouge Parish, Louisiana",1350,1304,1128,146,3,12,0,1,14,46,26,3,0,1,0,13,3
1500000US220330044013,220330044013,"Block Group 3, Census Tract 44.01, East Baton Rouge Parish, Louisiana",1950,1938,1512,397,4,16,0,0,9,12,9,0,1,0,0,2,0
1500000US220330044021,220330044021,"Block Group 1, Census Tract 44.02, East Baton Rouge Parish, Louisiana",1499,1470,1382,64,4,5,0,6,9,29,13,1,0,3,0,9,3
1500000US220330044022,220330044022,"Block Group 2, Census Tract 44.02, East Baton Rouge Parish, Louisiana",1863,1829,1607,160,19,26,1,0,16,34,20,0,0,0,0,11,3
1500000US220330044023,220330044023,"Block Group 3, Census Tract 44.02, East Baton Rouge Parish, Louisiana",2313,2246,1791,399,3,13,0,0,40,67,41,4,1,0,0,15,6
1500000US220330044031,220330044031,"Block Group 1, Census Tract 44.03, East Baton Rouge Parish, Louisiana",1682,1677,1555,112,5,1,0,0,4,5,5,0,0,0,0,0,0
1500000US220330044032,220330044032,"Block Group 2, Census Tract 44.03, East Baton Rouge Parish, Louisiana",1027,1010,912,78,5,7,0,0,8,17,10,0,1,0,0,6,0
1500000US220330044033,220330044033,"Block Group 3, Census Tract 44.03, East Baton Rouge Parish, Louisiana",1187,1173,1112,43,5,5,0,0,8,14,12,1,0,0,0,1,0
1500000US220330044034,220330044034,"Block Group 4, Census Tract 44.03, East Baton Rouge Parish, Louisiana",755,751,682,54,0,8,0,0,7,4,2,0,0,0,0,2,0
1500000US220330044035,220330044035,"Block Group 5, Census Tract 44.03, East Baton Rouge Parish, Louisiana",838,803,199,591,3,3,0,0,7,35,6,3,0,0,0,17,9
1500000US220330045031,220330045031,"Block Group 1, Census Tract 45.03, East Baton Rouge Parish, Louisiana",1640,1519,574,855,6,49,0,1,34,121,47,14,0,0,0,49,11
1500000US220330045032,220330045032,"Block Group 2, Census Tract 45.03, East Baton Rouge Parish, Louisiana",1268,1145,769,349,1,11,0,2,13,123,42,2,0,0,0,73,6
1500000US220330045033,220330045033,"Block Group 3, Census Tract 45.03, East Baton Rouge Parish, Louisiana",2148,1827,911,786,8,73,0,6,43,321,89,11,1,1,0,207,12
1500000US220330045034,220330045034,"Block Group 4, Census Tract 45.03, East Baton Rouge Parish, Louisiana",1469,1341,291,869,2,161,0,0,18,128,36,3,3,0,0,79,7
1500000US220330045041,220330045041,"Block Group 1, Census Tract 45.04, East Baton Rouge Parish, Louisiana",1977,1776,1227,370,5,126,0,3,45,201,88,1,1,0,0,97,14
1500000US220330045042,220330045042,"Block Group 2, Census Tract 45.04, East Baton Rouge Parish, Louisiana",1915,1812,1123,583,4,84,0,0,18,103,41,8,1,0,0,49,4
1500000US220330045043,220330045043,"Block Group 3, Census Tract 45.04, East Baton Rouge Parish, Louisiana",1985,1859,967,709,3,142,0,8,30,126,53,4,0,0,0,61,8
1500000US220330045051,220330045051,"Block Group 1, Census Tract 45.05, East Baton Rouge Parish, Louisiana",2832,2666,1685,732,5,201,0,2,41,166,53,1,13,3,0,80,16
1500000US220330045052,220330045052,"Block Group 2, Census Tract 45.05, East Baton Rouge Parish, Louisiana",2909,2763,716,1918,9,69,0,4,47,146,54,4,2,0,0,70,16
1500000US220330045053,220330045053,"Block Group 3, Census Tract 45.05, East Baton Rouge Parish, Louisiana",2179,2094,1357,629,5,74,0,1,28,85,49,0,0,0,1,34,1
1500000US220330045071,220330045071,"Block Group 1, Census Tract 45.07, East Baton Rouge Parish, Louisiana",763,740,635,61,0,33,0,3,8,23,19,1,0,0,0,2,1
1500000US220330045072,220330045072,"Block Group 2, Census Tract 45.07, East Baton Rouge Parish, Louisiana",2801,2704,2098,493,9,66,1,6,31,97,62,1,4,1,0,29,0
1500000US220330045073,220330045073,"Block Group 3, Census Tract 45.07, East Baton Rouge Parish, Louisiana",1282,1231,1066,111,1,35,0,1,17,51,46,1,0,0,0,2,2
1500000US220330045081,220330045081,"Block Group 1, Census Tract 45.08, East Baton Rouge Parish, Louisiana",2213,2181,2019,83,6,54,0,5,14,32,28,1,0,0,0,2,1
1500000US220330045082,220330045082,"Block Group 2, Census Tract 45.08, East Baton Rouge Parish, Louisiana",1032,1004,884,101,6,3,0,4,6,28,17,0,0,0,0,7,4
1500000US220330045083,220330045083,"Block Group 3, Census Tract 45.08, East Baton Rouge Parish, Louisiana",2406,2335,1851,333,8,96,5,1,41,71,47,0,0,0,0,15,9
1500000US220330045084,220330045084,"Block Group 4, Census Tract 45.08, East Baton Rouge Parish, Louisiana",2233,2180,2034,90,5,42,0,0,9,53,42,1,0,0,0,2,8
1500000US220330045091,220330045091,"Block Group 1, Census Tract 45.09, East Baton Rouge Parish, Louisiana",2140,1962,1519,323,15,57,7,2,39,178,74,2,0,0,0,86,16
1500000US220330045092,220330045092,"Block Group 2, Census Tract 45.09, East Baton Rouge Parish, Louisiana",2439,2357,1351,930,10,27,0,8,31,82,43,3,0,0,0,33,3
1500000US220330045093,220330045093,"Block Group 3, Census Tract 45.09, East Baton Rouge Parish, Louisiana",2316,2239,1495,621,4,69,1,5,44,77,52,1,0,0,0,18,6
1500000US220330045101,220330045101,"Block Group 1, Census Tract 45.10, East Baton Rouge Parish, Louisiana",3168,3096,2805,203,10,32,0,8,38,72,61,0,1,0,0,5,5
1500000US220330045102,220330045102,"Block Group 2, Census Tract 45.10, East Baton Rouge Parish, Louisiana",3709,3557,2955,415,8,120,1,6,52,152,107,7,0,2,0,25,11
1500000US220330046021,220330046021,"Block Group 1, Census Tract 46.02, East Baton Rouge Parish, Louisiana",1811,1801,1238,520,4,10,0,0,29,10,3,0,0,0,0,6,1
1500000US220330046022,220330046022,"Block Group 2, Census Tract 46.02, East Baton Rouge Parish, Louisiana",1497,1474,672,768,6,2,1,0,25,23,13,2,0,0,0,6,2
1500000US220330046023,220330046023,"Block Group 3, Census Tract 46.02, East Baton Rouge Parish, Louisiana",2371,2331,1048,1220,3,14,0,4,42,40,25,2,0,0,0,12,1
1500000US220330046031,220330046031,"Block Group 1, Census Tract 46.03, East Baton Rouge Parish, Louisiana",946,938,250,673,0,2,0,0,13,8,5,1,0,0,0,2,0
1500000US220330046032,220330046032,"Block Group 2, Census Tract 46.03, East Baton Rouge Parish, Louisiana",1706,1684,564,1092,1,13,0,0,14,22,12,0,0,0,0,8,2
1500000US220330046033,220330046033,"Block Group 3, Census Tract 46.03, East Baton Rouge Parish, Louisiana",1884,1863,1199,622,13,8,0,0,21,21,14,3,0,0,0,4,0
1500000US220330046041,220330046041,"Block Group 1, Census Tract 46.04, East Baton Rouge Parish, Louisiana",1389,1365,1112,220,3,2,0,4,24,24,19,0,0,0,0,0,5
1500000US220330046042,220330046042,"Block Group 2, Census Tract 46.04, East Baton Rouge Parish, Louisiana",1768,1727,1296,402,5,13,0,4,7,41,32,1,0,0,0,6,2
1500000US220330046043,220330046043,"Block Group 3, Census Tract 46.04, East Baton Rouge Parish, Louisiana",3059,3023,1915,1026,16,41,1,4,20,36,19,5,0,0,0,4,8
1500000US220330046044,220330046044,"Block Group 4, Census Tract 46.04, East Baton Rouge Parish, Louisiana",1717,1691,964,691,2,14,0,1,19,26,22,0,0,0,0,2,2
1500000US220330046045,220330046045,"Block Group 5, Census Tract 46.04, East Baton Rouge Parish, Louisiana",3029,2993,2063,861,7,34,0,5,23,36,11,9,0,0,0,9,7
1500000US220330047001,220330047001,"Block Group 1, Census Tract 47, East Baton Rouge Parish, Louisiana",1430,1418,1095,306,1,2,2,0,12,12,6,3,0,0,0,1,2
1500000US220330047002,220330047002,"Block Group 2, Census Tract 47, East Baton Rouge Parish, Louisiana",1184,1174,642,519,3,0,0,1,9,10,9,1,0,0,0,0,0
1500000US220330047003,220330047003,"Block Group 3, Census Tract 47, East Baton Rouge Parish, Louisiana",1900,1851,1068,762,3,1,0,1,16,49,28,0,0,0,0,17,4
1500000US220330047004,220330047004,"Block Group 4, Census Tract 47, East Baton Rouge Parish, Louisiana",1096,1088,983,90,3,3,0,0,9,8,5,0,0,0,0,2,1
1500000US220330048001,220330048001,"Block Group 1, Census Tract 48, East Baton Rouge Parish, Louisiana",1632,1587,1384,102,5,75,1,3,17,45,32,0,2,1,0,10,0
1500000US220330048002,220330048002,"Block Group 2, Census Tract 48, East Baton Rouge Parish, Louisiana",779,769,731,15,1,13,0,0,9,10,10,0,0,0,0,0,0
1500000US220330048003,220330048003,"Block Group 3, Census Tract 48, East Baton Rouge Parish, Louisiana",1321,1269,1060,114,0,75,0,3,17,52,39,1,0,1,0,11,0
1500000US220330049001,220330049001,"Block Group 1, Census Tract 49, East Baton Rouge Parish, Louisiana",897,879,764,70,2,34,0,2,7,18,13,1,0,0,0,3,1
1500000US220330049002,220330049002,"Block Group 2, Census Tract 49, East Baton Rouge Parish, Louisiana",698,678,645,13,0,13,1,4,2,20,10,0,0,0,0,8,2
1500000US220330049003,220330049003,"Block Group 3, Census Tract 49, East Baton Rouge Parish, Louisiana",1971,1911,1721,42,0,127,0,6,15,60,49,2,0,1,0,0,8
1500000US220330049004,220330049004,"Block Group 4, Census Tract 49, East Baton Rouge Parish, Louisiana",1107,1064,905,54,5,77,0,5,18,43,32,0,0,0,0,5,6
1500000US220330050001,220330050001,"Block Group 1, Census Tract 50, East Baton Rouge Parish, Louisiana",1562,1532,1378,80,0,48,5,8,13,30,28,0,0,0,0,2,0
1500000US220330050002,220330050002,"Block Group 2, Census Tract 50, East Baton Rouge Parish, Louisiana",943,923,861,37,2,18,1,1,3,20,19,0,0,0,0,1,0
1500000US220330050003,220330050003,"Block Group 3, Census Tract 50, East Baton Rouge Parish, Louisiana",698,688,576,79,1,22,1,0,9,10,9,0,0,0,0,0,1
1500000US220330051001,220330051001,"Block Group 1, Census Tract 51, East Baton Rouge Parish, Louisiana",699,695,116,570,1,4,0,0,4,4,4,0,0,0,0,0,0
1500000US220330051002,220330051002,"Block Group 2, Census Tract 51, East Baton Rouge Parish, Louisiana",1047,1020,772,210,2,10,0,4,22,27,16,3,0,0,0,6,2
1500000US220330051003,220330051003,"Block Group 3, Census Tract 51, East Baton Rouge Parish, Louisiana",1198,1189,19,1161,0,6,0,0,3,9,1,8,0,0,0,0,0
1500000US220330052001,220330052001,"Block Group 1, Census Tract 52, East Baton Rouge Parish, Louisiana",925,915,21,880,0,2,0,3,9,10,0,5,1,0,0,3,1
1500000US220330052002,220330052002,"Block Group 2, Census Tract 52, East Baton Rouge Parish, Louisiana",1021,999,387,587,1,0,0,1,23,22,14,1,1,0,0,5,1
1500000US220330053001,220330053001,"Block Group 1, Census Tract 53, East Baton Rouge Parish, Louisiana",733,729,21,696,0,5,0,2,5,4,1,1,0,0,0,1,1
1500000US220330053002,220330053002,"Block Group 2, Census Tract 53, East Baton Rouge Parish, Louisiana",1034,1022,313,684,5,6,0,2,12,12,6,3,0,0,0,2,1
1500000US220330053003,220330053003,"Block Group 3, Census Tract 53, East Baton Rouge Parish, Louisiana",1309,1304,221,1047,5,24,1,0,6,5,3,1,0,0,0,1,0
1500000US220339800001,220339800001,"Block Group 1, Census Tract 9800, East Baton Rouge Parish, Louisiana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US220350001001,220350001001,"Block Group 1, Census Tract 1, East Carroll Parish, Louisiana",502,499,177,317,1,0,0,0,4,3,1,0,0,0,0,2,0
1500000US220350001002,220350001002,"Block Group 2, Census Tract 1, East Carroll Parish, Louisiana",949,923,665,215,0,34,0,0,9,26,5,0,0,0,0,18,3
1500000US220350001003,220350001003,"Block Group 3, Census Tract 1, East Carroll Parish, Louisiana",1276,1259,65,1186,1,7,0,0,0,17,1,12,0,0,0,1,3
1500000US220350002001,220350002001,"Block Group 1, Census Tract 2, East Carroll Parish, Louisiana",875,849,563,276,3,0,0,0,7,26,17,0,2,0,0,7,0
1500000US220350002002,220350002002,"Block Group 2, Census Tract 2, East Carroll Parish, Louisiana",1688,1655,675,963,5,2,0,0,10,33,19,2,1,0,0,9,2
1500000US220350003001,220350003001,"Block Group 1, Census Tract 3, East Carroll Parish, Louisiana",989,978,27,939,3,0,0,0,9,11,4,7,0,0,0,0,0
1500000US220350003002,220350003002,"Block Group 2, Census Tract 3, East Carroll Parish, Louisiana",912,910,24,878,0,1,0,0,7,2,0,2,0,0,0,0,0
1500000US220350003003,220350003003,"Block Group 3, Census Tract 3, East Carroll Parish, Louisiana",568,559,2,550,3,0,0,0,4,9,0,9,0,0,0,0,0
1500000US220379513001,220379513001,"Block Group 1, Census Tract 9513, East Feliciana Parish, Louisiana",1244,1231,564,654,2,3,0,0,8,13,9,0,0,0,0,2,2
1500000US220379513002,220379513002,"Block Group 2, Census Tract 9513, East Feliciana Parish, Louisiana",1007,1003,374,612,6,1,0,0,10,4,1,3,0,0,0,0,0
1500000US220379513003,220379513003,"Block Group 3, Census Tract 9513, East Feliciana Parish, Louisiana",1071,1068,463,592,4,0,0,2,7,3,1,0,0,0,0,2,0
1500000US220379514001,220379514001,"Block Group 1, Census Tract 9514, East Feliciana Parish, Louisiana",1120,1105,726,357,4,5,1,0,12,15,8,4,1,0,0,1,1
1500000US220379514002,220379514002,"Block Group 2, Census Tract 9514, East Feliciana Parish, Louisiana",1666,1650,735,883,5,3,0,0,24,16,6,7,1,0,0,2,0
1500000US220379514003,220379514003,"Block Group 3, Census Tract 9514, East Feliciana Parish, Louisiana",1204,1195,554,620,3,4,0,1,13,9,3,4,0,0,0,1,1
1500000US220379515011,220379515011,"Block Group 1, Census Tract 9515.01, East Feliciana Parish, Louisiana",1287,1272,997,245,7,0,0,0,23,15,11,1,0,0,0,0,3
1500000US220379515021,220379515021,"Block Group 1, Census Tract 9515.02, East Feliciana Parish, Louisiana",2669,2615,954,1605,1,8,0,0,47,54,20,25,0,1,1,6,1
1500000US220379515022,220379515022,"Block Group 2, Census Tract 9515.02, East Feliciana Parish, Louisiana",1166,1162,755,392,1,4,0,5,5,4,3,0,0,0,0,0,1
1500000US220379515023,220379515023,"Block Group 3, Census Tract 9515.02, East Feliciana Parish, Louisiana",1181,1176,448,704,2,1,0,3,18,5,0,5,0,0,0,0,0
1500000US220379515024,220379515024,"Block Group 4, Census Tract 9515.02, East Feliciana Parish, Louisiana",700,693,480,202,4,0,0,0,7,7,5,0,2,0,0,0,0
1500000US220379515025,220379515025,"Block Group 5, Census Tract 9515.02, East Feliciana Parish, Louisiana",868,856,692,150,7,0,0,2,5,12,10,0,0,0,0,1,1
1500000US220379516001,220379516001,"Block Group 1, Census Tract 9516, East Feliciana Parish, Louisiana",1723,1707,1328,365,0,7,0,1,6,16,15,1,0,0,0,0,0
1500000US220379516002,220379516002,"Block Group 2, Census Tract 9516, East Feliciana Parish, Louisiana",913,903,581,305,10,0,0,0,7,10,7,0,0,0,0,3,0
1500000US220379516003,220379516003,"Block Group 3, Census Tract 9516, East Feliciana Parish, Louisiana",1192,1181,616,550,4,6,0,0,5,11,11,0,0,0,0,0,0
1500000US220379516004,220379516004,"Block Group 4, Census Tract 9516, East Feliciana Parish, Louisiana",1256,1242,399,816,0,9,0,0,18,14,7,6,0,0,0,0,1
1500000US220399501001,220399501001,"Block Group 1, Census Tract 9501, Evangeline Parish, Louisiana",682,663,568,78,10,1,1,1,4,19,17,0,0,0,0,0,2
1500000US220399501002,220399501002,"Block Group 2, Census Tract 9501, Evangeline Parish, Louisiana",1359,1340,1278,38,2,0,0,0,22,19,18,0,0,0,0,0,1
1500000US220399501003,220399501003,"Block Group 3, Census Tract 9501, Evangeline Parish, Louisiana",2534,2506,1971,512,3,2,0,0,18,28,24,0,0,0,0,2,2
1500000US220399501004,220399501004,"Block Group 4, Census Tract 9501, Evangeline Parish, Louisiana",1912,1893,1776,89,19,3,0,0,6,19,11,0,0,0,0,2,6
1500000US220399502001,220399502001,"Block Group 1, Census Tract 9502, Evangeline Parish, Louisiana",696,693,662,27,1,1,0,0,2,3,3,0,0,0,0,0,0
1500000US220399502002,220399502002,"Block Group 2, Census Tract 9502, Evangeline Parish, Louisiana",1179,1165,1107,27,4,5,0,1,21,14,4,0,0,0,0,6,4
1500000US220399503001,220399503001,"Block Group 1, Census Tract 9503, Evangeline Parish, Louisiana",899,886,803,55,9,1,0,1,17,13,4,0,0,0,0,9,0
1500000US220399503002,220399503002,"Block Group 2, Census Tract 9503, Evangeline Parish, Louisiana",1018,1008,764,208,3,2,0,5,26,10,7,0,0,0,0,3,0
1500000US220399503003,220399503003,"Block Group 3, Census Tract 9503, Evangeline Parish, Louisiana",851,839,733,89,3,0,0,8,6,12,10,0,0,0,0,2,0
1500000US220399503004,220399503004,"Block Group 4, Census Tract 9503, Evangeline Parish, Louisiana",844,822,601,198,0,5,0,3,15,22,10,0,0,0,0,12,0
1500000US220399503005,220399503005,"Block Group 5, Census Tract 9503, Evangeline Parish, Louisiana",1453,1101,869,198,5,13,0,1,15,352,153,8,0,2,0,187,2
1500000US220399504001,220399504001,"Block Group 1, Census Tract 9504, Evangeline Parish, Louisiana",1383,1376,1211,144,4,5,1,1,10,7,5,1,0,0,0,0,1
1500000US220399504002,220399504002,"Block Group 2, Census Tract 9504, Evangeline Parish, Louisiana",1462,1442,708,716,2,3,0,2,11,20,5,7,0,0,0,6,2
1500000US220399504003,220399504003,"Block Group 3, Census Tract 9504, Evangeline Parish, Louisiana",1811,1786,1094,651,3,5,0,7,26,25,13,1,0,0,0,4,7
1500000US220399504004,220399504004,"Block Group 4, Census Tract 9504, Evangeline Parish, Louisiana",1449,1426,1246,151,8,3,0,0,18,23,18,2,0,0,0,3,0
1500000US220399505001,220399505001,"Block Group 1, Census Tract 9505, Evangeline Parish, Louisiana",812,802,241,555,3,2,0,0,1,10,2,4,0,0,0,4,0
1500000US220399505002,220399505002,"Block Group 2, Census Tract 9505, Evangeline Parish, Louisiana",957,947,506,428,1,4,0,1,7,10,3,7,0,0,0,0,0
1500000US220399505003,220399505003,"Block Group 3, Census Tract 9505, Evangeline Parish, Louisiana",909,898,105,779,1,1,0,1,11,11,1,1,0,0,0,9,0
1500000US220399505004,220399505004,"Block Group 4, Census Tract 9505, Evangeline Parish, Louisiana",670,660,99,552,1,0,0,0,8,10,0,2,1,0,0,6,1
1500000US220399506001,220399506001,"Block Group 1, Census Tract 9506, Evangeline Parish, Louisiana",850,841,386,437,3,10,0,0,5,9,6,2,0,0,0,1,0
1500000US220399506002,220399506002,"Block Group 2, Census Tract 9506, Evangeline Parish, Louisiana",732,731,174,542,0,7,0,0,8,1,1,0,0,0,0,0,0
1500000US220399506003,220399506003,"Block Group 3, Census Tract 9506, Evangeline Parish, Louisiana",1304,1282,220,1045,2,3,0,0,12,22,2,16,0,0,0,3,1
1500000US220399506004,220399506004,"Block Group 4, Census Tract 9506, Evangeline Parish, Louisiana",742,738,459,260,1,17,0,0,1,4,3,1,0,0,0,0,0
